chr	start	end	ctype	areaStat
chr14	60515360	60515671	T	700.6756677231488
chr16	67661114	67661626	T	692.3229718395887
chr6	10555818	10556300	N	685.886406338298
chr14	98524924	98525262	N	685.4563858213442
chr16	89324276	89324682	T	684.5750042904497
chr8	114504050	114504465	N	684.1275465744488
chr2	45013702	45014197	T	683.9065288608854
chr1	3287443	3287952	N	682.4512534673595
chr9	136345259	136345749	N	678.386839552652
chr3	139677259	139677755	T	677.8483986057931
chr3	142947405	142947917	T	676.1310311924117
chr7	136630416	136630691	N	668.5989890124429
chr1	164548913	164549370	N	668.5930171708096
chr15	61443948	61444217	N	667.5107773987324
chr4	164559076	164559502	N	667.3470769599089
chr8	92369761	92370187	N	666.3325439195651
chr4	119455704	119456181	N	665.7631651401898
chr3	51955918	51956253	T	660.0571616017296
chr14	99301713	99301986	N	655.4307444884544
chr12	13101568	13102015	T	651.8070912519315
chr4	140780442	140780807	N	648.7379022157656
chr19	1227532	1227901	N	648.57056250593
chr1	213983363	213983866	T	647.0379608416915
chr5	80569304	80569715	T	646.9323913502876
chr7	29989942	29990322	T	643.3546434426726
chr3	6490507	6490929	N	641.4646769027845
chr4	176692131	176692605	N	640.0995638660752
chr22	38701589	38701914	T	639.3028172795366
chr8	110181645	110181881	N	637.1523309000904
chr5	38631264	38631759	N	634.6758127566754
chr5	139394139	139394384	T	633.6930259541505
chr3	77769360	77769705	N	628.0896790949855
chr19	58562185	58562638	T	624.1465661142929
chr3	127915212	127915699	T	622.9984309895099
chr10	100829454	100829728	T	622.6133559609216
chr8	15217038	15217487	N	622.2226315723037
chr1	116418781	116419122	T	622.1078584153956
chr9	24753683	24753952	N	617.6262680616305
chr2	16599265	16599737	N	616.8262501751087
chr7	61725411	61725693	N	613.4239602804282
chr2	3703859	3704311	N	609.8053348827252
chr13	107818593	107818866	N	607.7482183237253
chr5	55821699	55822137	T	607.7346282106491
chr7	58057390	58057876	N	602.82669981857
chr1	176261628	176262091	N	602.4119236621982
chr3	49485054	49485403	N	602.0621647428143
chr14	57600413	57600670	N	601.5498112189075
chr19	615756	616032	T	595.0346973907922
chr2	201070373	201070647	N	594.6693961431683
chr13	57634248	57634758	T	594.6236982724313
chr12	17379010	17379287	N	586.6795470649108
chr19	23557852	23558125	N	586.2021109730431
chr5	177116730	177117162	T	583.0017100712248
chr2	21909015	21909323	N	581.8751578940974
chr2	201208787	201209270	T	579.4306677840873
chr9	110125233	110125584	N	575.498242604795
chr10	119455698	119456165	T	574.9866667471861
chr2	220529198	220529494	N	573.432020929115
chr7	109397898	109398261	N	571.130934719843
chr16	13312976	13313249	N	564.3798601938079
chr17	36722497	36722923	T	560.3309266051629
chr2	193502448	193502942	N	556.8031787758055
chr2	157597287	157597731	T	552.2343685985065
chr22	50529553	50529995	T	552.0470080957039
chrX	125614506	125614932	N	551.0762542343059
chr11	65355455	65355853	T	549.5488821720601
chr15	64905354	64905814	T	548.1324114980393
chr1	112221438	112221786	N	543.5898908167583
chr1	181654704	181654969	N	542.8431198609228
chr16	32187950	32188300	N	542.5767979605216
chr1	26046026	26046373	T	540.9173159813881
chr19	17328163	17328435	T	538.2034221260956
chr7	23532439	23532708	T	537.8128783138472
chr5	13855230	13855641	N	535.0788738196243
chr1	152035655	152035990	N	534.7749619289862
chr3	48301847	48302319	T	533.6191323271696
chr8	135456526	135456968	T	530.5054071212612
chr17	56189192	56189465	N	525.2899945935928
chr7	6753911	6754421	T	524.8418201175064
chr12	25364133	25364435	T	521.7613372876267
chr5	176365677	176366046	T	521.4594932315226
chr5	139848516	139848886	T	520.5144673090517
chr18	11163741	11164152	T	520.3153536250534
chr15	20038007	20038400	N	519.0750717918286
chr20	53693128	53693602	T	517.5173962918243
chr5	131054226	131054503	N	517.0731349921384
chr3	62377038	62377374	T	517.0304054683688
chr1	36322636	36323126	T	516.4578331998046
chr4	86904097	86904559	T	514.6219674602717
chr15	48645901	48646379	T	514.6191226508738
chr3	195095065	195095567	T	511.560243918625
chr6	83803322	83803824	N	510.0200820248047
chr19	33063461	33063951	T	509.6465214614145
chr4	166569996	166570458	N	506.6744433396334
chr12	113077459	113077826	T	505.446609392573
chr11	49891332	49891823	N	505.0880220596241
chr8	64450046	64450326	N	504.60856376156426
chr6	94863929	94864250	N	504.24238114314
chr14	61553176	61553570	T	502.83880194267294
chr17	62807846	62808179	T	500.2888848702692
chr2	108200852	108201194	N	500.1370033263065
chr22	50184516	50184965	T	498.282701922968
chr1	1575716	1576021	N	498.0781612751625
chr17	80846283	80846704	T	496.0185864318064
chr10	100519136	100519638	T	495.7054266312489
chr20	45405480	45405898	T	495.4027086321503
chr4	162893535	162893808	N	494.2499934418265
chr2	127650906	127651346	T	492.61359238576006
chr3	142508660	142508918	T	492.5257113669813
chr1	164153017	164153399	N	491.5335441841749
chr12	114409530	114409844	T	490.6282293789741
chr12	18369718	18370049	N	489.8858298069463
chr4	86944404	86944642	T	489.8683720042477
chr8	101493456	101493791	T	486.09152368745526
chr12	1315773	1316182	T	485.2849707872292
chr21	23768888	23769223	N	484.2297931798821
chr21	40489495	40489769	N	483.7095898206203
chr12	53440602	53440968	N	482.501652210146
chr1	120700910	120701203	T	482.0213296282336
chr7	50399886	50400174	N	481.9910404757193
chr12	96654222	96654495	N	481.9030471389333
chr3	79725248	79725521	N	480.477688480858
chr15	76345738	76346132	T	478.7828712907899
chr3	3544739	3545162	N	478.4818981326364
chr6	32148987	32149359	T	477.7860382361787
chr19	40646177	40646491	N	476.07334002673815
chr12	14644208	14644644	T	475.8000998593693
chr19	58118828	58119245	N	475.0143795886029
chr5	4615461	4615790	N	474.4253721580935
chr8	27122484	27122985	N	474.1668746923229
chr4	165998514	165998967	N	474.1039667337413
chr8	110301361	110301590	N	473.27435073694096
chr17	29560412	29560889	T	472.1969387238892
chr3	48231462	48231730	T	471.15222797761226
chr20	42206473	42206694	N	471.1369827749086
chr13	114044088	114044527	N	469.83424494320025
chr13	46593420	46593712	T	468.8219348670864
chr4	182194293	182194779	N	467.1926574295844
chr5	173052363	173052868	T	465.05202183606
chr19	9792997	9793434	T	464.38504616481714
chr16	73829947	73830410	N	461.3631134248835
chr10	89208115	89208623	T	460.8616117906877
chr4	6726995	6727403	N	460.6441345694402
chr4	97633538	97634008	N	460.4526130604281
chr3	140385285	140385672	N	460.1167920003372
chr9	79182818	79183283	N	459.0896957886134
chr13	33016796	33017163	T	459.08908416461327
chr9	96877392	96877796	T	458.51034435931615
chr20	34311477	34311952	T	458.4865270686687
chr8	1896854	1897339	T	457.0420612635157
chr11	81207449	81207832	N	456.58963368555374
chr9	112175345	112175766	T	456.4652993893569
chr1	166248665	166249064	N	455.5611892721254
chr21	20316158	20316639	N	454.3006283752002
chr3	68084514	68084861	N	453.90921860005255
chr19	40966921	40967427	N	453.5408436319917
chr4	27753882	27754332	N	453.2846266379324
chr6	159168723	159169123	T	452.5951364297721
chr7	159061638	159061967	N	452.3307868601767
chr8	69073224	69073485	N	451.6069983416924
chr22	36455383	36455738	T	450.4787260630114
chr11	17351328	17351688	T	449.51253848428223
chr1	39900774	39901239	T	448.7371883987617
chr3	58549484	58549821	N	447.8612576175274
chr2	108720765	108721156	N	447.6388861009427
chr9	93004081	93004382	N	446.0354599859311
chr7	20783930	20784353	T	445.2125523072459
chr5	33168838	33169155	N	444.2224744421246
chr4	182213705	182214093	N	444.1650983592008
chr14	104097800	104098217	N	443.2457098282448
chr16	4673717	4674045	N	443.0591068345666
chr17	26765838	26766102	N	442.63513279068775
chr16	4537921	4538186	T	442.4440774231848
chr1	90725406	90725723	T	442.3539122097941
chr2	8027837	8028205	N	441.2077584050953
chr5	140836087	140836573	N	440.2411251528165
chrX	75188606	75189044	N	436.61649956980864
chr4	75126743	75127252	N	436.6019718953885
chr9	34457250	34457734	N	434.1664650889388
chr16	9768076	9768347	N	433.7068407516194
chr10	2215135	2215567	N	433.1941179469286
chr2	229025591	229026016	N	433.07829331217545
chr8	17001652	17001882	T	433.02870850763065
chr17	80279941	80280392	N	432.9958712996136
chr3	33987287	33987738	N	432.3741963072312
chr21	36181340	36181790	T	432.06894218273465
chr20	63010707	63011049	T	431.6617846098966
chr13	37827851	37828262	N	430.8495935036517
chr8	19458135	19458633	N	430.2828859031033
chr15	87124116	87124607	N	429.95859436331375
chr15	100880536	100880860	T	429.8630830413658
chr15	25863537	25863979	T	429.7140795848
chr11	84212586	84212998	N	427.8714677826133
chr17	34637621	34637893	T	426.9910632572223
chr5	113047923	113048411	T	426.6866750406591
chr10	62814804	62815203	T	426.6045865851143
chr8	15540321	15540683	N	426.3850849725691
chr12	112575147	112575618	T	425.9456744868144
chr1	177633953	177634360	N	425.827470299957
chr9	137054168	137054508	T	424.9412652474284
chr2	153201889	153202174	N	424.9402423131164
chr9	136696119	136696619	T	423.34367822354807
chr15	49170999	49171473	N	423.2899743349151
chr7	4861359	4861744	T	421.6392019330533
chr19	55503219	55503619	T	421.57045640335855
chr3	55346614	55346878	N	421.5472027723622
chr1	220787119	220787592	T	421.4680781694788
chr19	22959537	22959807	N	419.4779987465959
chr17	42183668	42184070	T	418.4152212526929
chr1	153340393	153340835	N	417.8565851650292
chr17	45221175	45221539	T	417.71665947731935
chr9	123964844	123965178	T	417.352393273657
chr16	11575413	11575838	T	417.3424156560186
chr14	90579372	90579830	T	417.1903841649596
chr3	22766662	22766932	N	416.8529048963264
chr8	122782169	122782607	T	416.4399652811817
chr9	116840700	116841195	N	416.3764757576464
chr15	82986955	82987425	N	416.0634172826308
chr7	128870010	128870418	T	415.76783150601705
chr10	23194968	23195342	T	415.1519491870295
chr5	115170786	115171217	T	414.5895151987938
chr2	114073709	114073986	N	414.373700691513
chr13	113299935	113300376	T	414.2652872933145
chr6	3804308	3804610	T	413.8337508038744
chr5	179678976	179679309	T	413.6795034136212
chr10	114874914	114875419	T	413.6643387358995
chr17	79832666	79833105	N	413.3651935430089
chr4	142845127	142845553	T	413.0983942489741
chr15	72197200	72197575	T	412.896436888213
chr12	55101912	55102262	N	410.4357715236747
chr9	112890269	112890776	T	410.13411135183424
chr17	78341504	78341917	T	409.8853107208397
chr11	83606753	83607050	N	409.88133961135327
chr8	38938424	38938857	T	408.8596262604824
chr1	45467129	45467625	T	408.1289463405528
chr8	3997838	3998345	N	407.64577663100863
chr21	20374561	20375004	N	406.048798381647
chr6	95758421	95758810	N	405.7295279778591
chr7	4411522	4411741	N	402.9383108977872
chr12	34369038	34369468	N	402.88068091408695
chr5	179801826	179802104	T	402.8150994074417
chr5	2436566	2436838	N	402.8114948885405
chr8	25382582	25383084	T	402.7038869706762
chr12	73289248	73289647	N	401.8626596894328
chr17	79789682	79790009	T	401.7677853915052
chr8	17916136	17916459	T	401.3107869325645
chr9	112140127	112140482	T	400.14229959157046
chr10	132784143	132784522	T	399.6059911151997
chr7	145059805	145060044	N	399.0578506280745
chr11	22432793	22433254	T	396.8248011837077
chr16	4641878	4642255	T	396.74362253001846
chrX	30602998	30603481	N	395.2237890004217
chr10	105254905	105255145	N	395.18390062472577
chr7	86525486	86525760	N	395.16921652058863
chr1	12201784	12202275	T	395.12025023648266
chr14	102923818	102924072	T	395.0469375349276
chr3	192472073	192472377	N	394.9856314344097
chr16	3612672	3613103	N	393.8890664330238
chr5	7130815	7131246	N	393.2827683971002
chr17	61397357	61397822	T	392.763287550687
chr19	57709077	57709469	T	392.55662738463343
chr17	32518794	32519240	T	392.4017336843099
chr8	18387290	18387699	T	391.5729929110012
chr19	55189264	55189718	N	391.3477307697176
chr9	122516325	122516598	N	391.09506104194406
chr1	111689578	111689837	T	390.7406757990916
chr5	21934846	21935081	N	390.72580804824565
chr2	8574221	8574609	T	390.3268398263904
chr12	54033452	54033904	T	389.9041123361458
chr3	58401433	58401929	T	389.8158477412885
chr3	129046241	129046543	T	389.7929297220762
chr13	103357584	103357880	N	388.5114129330891
chrX	85492102	85492495	N	388.2087445167931
chr9	96219374	96219779	T	387.4230064396916
chr14	103635527	103635998	T	387.2311777967893
chr20	25461695	25462084	T	387.21777517519695
chr18	40963604	40964051	N	386.4301187917649
chr3	79395040	79395316	N	386.10892209745725
chr7	100338216	100338524	N	385.5971809719167
chr4	54277067	54277525	T	385.52306394991
chr4	8747587	8748059	N	385.1170981399521
chr12	72753840	72754279	N	384.9307730350852
chr4	143912123	143912245	T	384.5577337141826
chr11	64971380	64971798	T	384.046075621146
chr11	65891917	65892414	T	383.10809724466
chr11	69155518	69155946	T	381.9098074476072
chr7	114134450	114134860	N	381.4813324534307
chr15	22802130	22802486	T	381.3476659446487
chr11	97230798	97231071	N	380.5420773752726
chr10	132307101	132307307	T	379.8127435996717
chr20	4346756	4347046	N	379.6403916080599
chr11	92915627	92916045	N	378.6172140203694
chr3	156606021	156606249	T	378.3522196463064
chr12	53421062	53421350	T	377.6651052790194
chr11	4958959	4959216	N	376.9323451643836
chrX	40155512	40155794	T	376.6271523096484
chr6	35048671	35049090	T	376.54718788931086
chr20	61533279	61533662	N	376.446879328269
chr7	56906020	56906481	N	376.1729813673246
chr16	22026256	22026650	N	375.5436478860136
chr4	153684840	153685202	T	374.9513846087134
chr7	147408477	147408705	N	373.91748651355874
chr7	77734556	77735030	N	373.57574702957663
chr19	38227965	38228355	T	373.4561737387344
chr18	34187415	34187681	N	372.7209227824465
chr2	240136795	240137024	T	372.61798361489264
chr5	176362217	176362611	T	372.50973619257024
chr10	130864355	130864648	N	371.8158162917598
chr6	52518053	52518524	N	371.55692515718056
chr15	30225181	30225450	T	371.3710587526475
chr8	64587217	64587661	T	371.3337447979302
chr4	162979644	162979917	N	370.70775601189007
chr15	54167217	54167495	N	367.9263686493309
chr11	68819330	68819704	N	367.6263430224078
chr14	23303016	23303407	T	367.58710445916313
chr13	46691278	46691782	N	367.2502218495815
chr2	87255431	87255747	T	366.8489895411208
chr2	232420735	232421028	T	366.6400523327984
chr20	60965711	60966176	N	366.15778195833536
chr16	49636089	49636526	N	366.1121461786879
chr6	70944120	70944527	N	365.2779214009129
chr10	17617750	17618250	T	365.27191989842913
chr11	100285762	100286188	N	364.8560544344241
chr8	33214178	33214476	N	364.6252924327723
chr18	13981569	13981870	N	364.4761226735177
chr19	35777163	35777648	N	364.4618960177229
chr18	52110046	52110278	N	363.7463022037109
chr15	32136768	32137274	N	363.50322815047366
chr3	153414344	153414836	T	362.99044167324746
chr16	2967607	2968031	T	362.9840917280808
chr2	240819159	240819375	T	362.81831300063504
chr11	120564166	120564584	T	362.0183375959714
chr15	73927139	73927399	T	361.4096194541412
chr7	119259523	119259824	N	361.1364269529072
chr11	32333739	32334072	T	360.6858865971967
chr1	248172106	248172552	N	360.13344161685654
chr19	50357988	50358474	N	359.11681777397007
chr21	37007006	37007511	T	358.8975459124736
chr20	59132978	59133315	N	358.34258124724465
chr7	1169333	1169702	N	358.2892937372503
chr16	23694920	23695259	T	357.3331450844021
chr1	150979085	150979477	T	357.07445440727224
chr5	69095222	69095495	N	357.048682139407
chr2	60295093	60295583	N	357.04155746307833
chr17	28547617	28547998	T	357.03886796667257
chr17	9240281	9240618	T	356.5564556435752
chr1	25922526	25922907	T	356.0667494866193
chr4	51842047	51842463	T	354.9524151638629
chr19	39499394	39499615	T	354.8945379619215
chr11	69157008	69157451	N	354.46981336544945
chr11	7153020	7153335	N	354.46589445958443
chr7	77047846	77048141	T	353.284579760013
chr13	91924688	91925123	N	352.3591724994985
chr19	23419261	23419550	N	351.77755910634505
chr12	130017457	130017923	N	351.58796209837965
chr5	2749861	2750337	T	351.476742128777
chr13	76019525	76019991	N	350.78562476120464
chr9	131301601	131302038	T	350.6511080987266
chr3	143785916	143786150	N	350.64442034419244
chr19	23195094	23195504	N	350.4257523692827
chr5	179559877	179560341	N	350.3853522737786
chr17	19519978	19520388	T	350.1833706422781
chr1	42935267	42935675	T	350.15163233236945
chrX	109624896	109625341	T	349.8742677014675
chr8	16079852	16080303	N	349.3155823088164
chr22	44064142	44064533	T	349.170326503021
chr20	37333847	37334240	T	349.0787562370083
chr9	137625483	137625980	T	348.4626264665244
chr7	108736900	108737160	N	348.06663413888464
chr18	4662506	4662999	N	347.6857423370925
chr12	130119374	130119746	N	347.1476596047973
chr16	1534340	1534600	T	347.1342054067836
chr10	90011009	90011502	N	347.00790902099925
chr19	33037551	33037850	T	346.72517552117006
chr6	100354804	100355148	N	345.6325699933982
chr16	63387931	63388414	N	345.4165117963985
chr19	58110895	58111401	N	345.02043490803453
chr6	108560908	108561042	T	344.59411364707785
chr5	153297381	153297664	N	344.58686175572007
chr8	22196795	22197213	T	344.565865135673
chr1	161606060	161606500	T	344.4732270859349
chr4	111787992	111788290	T	344.1092828610181
chr7	2071190	2071695	T	343.6117652188941
chr2	111197723	111198130	T	343.4206083715244
chr19	16566159	16566556	T	343.35647595350315
chr14	25606336	25606611	N	343.33158271438015
chr2	74648045	74648304	T	342.965031276698
chr19	53603996	53604239	N	342.0295862170094
chr8	25122141	25122490	N	341.6084058105389
chr21	19214023	19214300	N	341.51556236842225
chr8	50716754	50717027	N	341.20220993596286
chr9	124045692	124046125	T	340.8180971489933
chr2	161423596	161423857	T	340.8138121807483
chr12	117739170	117739554	N	340.66576762578734
chr15	87509924	87510209	N	340.3963054869091
chr15	96799849	96800306	N	339.97071293677755
chr17	67452636	67453116	T	339.4467501489353
chr6	107618653	107619068	T	338.9017154129704
chr6	6004721	6005197	T	338.4816743852989
chr18	63320976	63321281	T	338.48090026254977
chr1	18060242	18060703	N	338.4263049077374
chr2	72924626	72925103	T	337.1387077412037
chr8	61752297	61752597	N	337.0666498902385
chr6	2848656	2849157	T	336.3899699531537
chr15	56007209	56007438	N	336.1433228928363
chr11	40591078	40591468	N	336.0287968901644
chr17	48581586	48581903	T	335.4950548607444
chr3	191232057	191232264	T	335.2527806740072
chr9	77049067	77049579	N	334.96282705650856
chr17	27846241	27846618	T	334.9198521517501
chr14	50872034	50872182	T	334.7249764844314
chr14	98970830	98971167	N	334.3517405683488
chr14	104662690	104663072	T	334.32234977097414
chr12	129236237	129236696	N	334.24129717047344
chr19	22622424	22622842	N	333.8120713362159
chr1	44238176	44238636	T	333.3992180998621
chr6	44002401	44002749	T	333.2081503647896
chr8	66439323	66439805	T	333.12423885580847
chr6	165660626	165660803	T	332.24572753632333
chr1	34250704	34251082	N	331.72971809244564
chr11	132161512	132161771	N	331.56048440153336
chr6	107716708	107717126	T	331.2246311335002
chr19	15249064	15249482	N	331.0796434886497
chr20	25585775	25585993	T	330.90420869067384
chr7	128168102	128168506	T	330.8928561479215
chr17	53972278	53972497	N	330.81299331306536
chr16	1379840	1380296	T	330.6738042620468
chr8	116091305	116091755	N	330.4891597070455
chr14	59353904	59354351	T	329.9729876831543
chr2	2577332	2577820	N	329.965411442206
chr1	2379556	2380050	T	329.9524204192762
chrX	5421140	5421633	N	329.8142719206171
chr22	42317021	42317433	T	329.569386808085
chr10	14235171	14235447	N	329.343611198977
chr14	106479828	106480228	N	329.1197510513591
chr4	84481878	84482256	T	329.0057864861228
chr19	864741	865106	T	328.8016579793928
chr19	8749841	8750209	N	328.7097585394363
chr16	88940031	88940303	T	328.35624012297603
chr21	40558959	40559453	N	327.4728530574448
chr7	75767063	75767475	N	327.30982840293063
chr22	25792379	25792826	N	327.0892390174263
chr14	20934263	20934512	T	326.38742781506176
chr3	143943309	143943556	N	326.20586892902566
chr13	99968343	99968593	T	326.0344796980394
chr4	1766902	1767171	T	325.77921262054497
chr8	4284227	4284533	N	325.62782096079286
chr5	134115385	134115783	T	325.5796245409556
chr6	33975827	33976231	T	325.2536805687096
chr21	42306462	42306956	T	325.06293783166075
chr22	49150770	49151236	N	324.91412377867937
chr20	64080363	64080771	T	324.3489019189319
chr7	74098093	74098514	N	324.1544877595136
chr10	1036128	1036589	T	323.70392580791463
chr14	40114410	40114679	N	323.53011956773025
chr17	63936877	63937047	T	323.052737282158
chr20	1266049	1266215	T	322.3286159375207
chr5	464004	464337	T	322.3111707587386
chr18	11982283	11982662	T	322.20661065113336
chr16	46932718	46933140	T	322.1765551225376
chr1	50415334	50415792	T	322.1280875588791
chr5	169520110	169520426	N	321.5461842718523
chr7	132577638	132577802	T	321.5174383376332
chr6	13925449	13925915	T	321.35620871532
chr8	142305457	142305958	N	321.33443936082176
chr1	238042843	238043265	N	321.1781576491512
chr1	108660750	108661099	T	321.1210926387721
chrX	77447064	77447560	T	321.02783269908696
chr8	8821986	8822360	T	320.62747561720835
chr8	22138994	22139317	T	320.52244509347656
chr14	73311146	73311402	T	320.3615306061911
chr16	60959447	60959707	N	320.11506085428823
chr12	34342629	34342900	N	320.0094808155966
chr9	130893456	130893966	T	319.918639568401
chr7	27101871	27102236	T	319.86976811141767
chr11	90134216	90134651	T	319.83424976130755
chr17	16380373	16380566	T	319.8309805165504
chr18	12038286	12038610	T	319.82190324313206
chr1	16207236	16207662	T	319.3963932158299
chr22	40668421	40668847	N	319.3187976473924
chr2	2668495	2668946	N	319.0179291932718
chr19	57090772	57091153	N	318.96988220205503
chr1	38045770	38046017	T	318.95886671348785
chr3	38029189	38029443	T	318.92048618641047
chr14	28026406	28026763	N	318.8850121662517
chr14	94842387	94842671	N	318.3813069365683
chr10	109291847	109292357	N	318.3569896238264
chr17	4740013	4740195	T	318.28510409910064
chr11	77103048	77103424	T	317.7515208404029
chr8	91986147	91986285	N	317.3207757660275
chr15	55406906	55407215	N	317.2118061463657
chr18	59255178	59255623	N	316.75944198914704
chr13	102006759	102007039	N	316.5126551141484
chr9	134765338	134765806	N	315.60236626034566
chr7	13023321	13023777	T	315.39868463509447
chr12	57550181	57550674	T	315.0072318334651
chr8	9249347	9249588	T	314.47404911395233
chr1	177449998	177450168	N	314.37222486643486
chr7	157611846	157612013	N	314.0458175084075
chr5	1746614	1746818	N	314.00573249457443
chr14	34496953	34497407	N	313.7829004298744
chr9	76571823	76572019	T	313.77583424412387
chr18	78014015	78014280	N	313.7111444826364
chr9	124468317	124468727	T	313.52330332220413
chr17	50192892	50193271	T	313.43682095182226
chr19	54941902	54942180	N	313.21352595201506
chr22	50027730	50028149	N	313.1651087130499
chr22	42421127	42421612	T	313.0607295057248
chr2	9373175	9373584	T	311.87962088601967
chr7	150180235	150180711	N	311.7281830414977
chr17	3696516	3697018	T	311.7199469321931
chr22	29420360	29420733	T	311.6291107406396
chr17	14742313	14742570	N	311.588857572503
chrX	74360612	74360893	N	311.36506355040615
chr15	90003168	90003641	T	310.7707821046324
chr4	186706730	186707174	T	310.4516979804912
chr13	101966512	101966899	N	309.072533731694
chr7	4233040	4233408	N	308.7739559289421
chr17	79656334	79656545	N	308.5121670950027
chr12	132338827	132339260	N	308.22011661793704
chr4	10461542	10461806	T	307.935338352022
chr12	34136635	34137043	N	307.38971420647295
chr1	120340169	120340617	T	307.2939000376148
chr3	6067108	6067411	N	306.90312933491805
chr7	119855661	119856170	N	306.86422973483604
chr8	49184068	49184553	N	306.10383599327724
chr5	173408506	173408849	N	306.05525339980386
chr15	55689601	55689994	T	305.405336001817
chr19	15377530	15377875	N	305.3790715806072
chr1	53336149	53336490	N	305.17662022264585
chr22	38176285	38176692	T	304.957490375421
chr14	104178411	104178807	N	304.9302572012193
chr19	38483178	38483608	N	304.4025559305128
chr19	7612323	7612742	N	303.903441159292
chr17	33981079	33981506	N	303.50451844185613
chr11	121467059	121467360	T	303.3640512044667
chr6	97938657	97938912	N	303.0953461387985
chr7	136504025	136504304	N	302.9928846636403
chr11	50273822	50274306	N	301.5726762364802
chr20	63530450	63530904	T	301.5592297896392
chr22	34358534	34358753	N	301.3643562727761
chr9	116307320	116307552	N	301.35172488902845
chr1	9239710	9240190	T	301.18517619341355
chr20	4661311	4661522	T	301.1307477451578
chr11	79764581	79764840	N	300.47831775570626
chr4	79121787	79122029	N	300.3466268396594
chr16	67940034	67940424	T	300.0297311866625
chr14	83148337	83148718	N	299.3465035943814
chr2	236971960	236972200	N	298.99226123564017
chr7	145640726	145641054	N	298.7132363303667
chr10	129757251	129757584	T	298.3338164867555
chr19	57182988	57183275	N	298.32002440308565
chr8	14325832	14326106	N	298.2645149090704
chr13	96241823	96242317	N	298.2642976423072
chr12	32817784	32818289	N	297.22370116645266
chr2	201901743	201902199	T	297.1155929944441
chr7	51871599	51872065	N	296.8742466974213
chr12	95858150	95858467	T	296.2030425836192
chr20	64048180	64048360	T	296.0861284731677
chr17	80786425	80786885	N	295.8552270274795
chr19	5125779	5126062	T	295.84534656011783
chr21	19204554	19204823	N	295.25606858635183
chr7	82642216	82642489	N	295.1702907732688
chr22	38442313	38442775	T	294.2486945010992
chr2	71043303	71043750	N	293.8423480619665
chr8	71057949	71058204	T	293.74222293789626
chr11	65546494	65546625	T	293.205733905362
chr3	128420263	128420710	T	293.1138003846918
chr1	2617004	2617351	N	293.05002141342493
chr17	6316858	6317047	N	292.71158473968217
chr10	114239727	114240104	T	292.4833518365822
chr3	9915109	9915372	T	292.12336272267794
chr11	75668879	75669328	T	291.8580775405076
chr18	96721	97203	T	291.77309011635907
chr11	70733966	70734410	N	291.6265875665363
chr15	43077043	43077519	N	290.7008230845529
chr19	9472049	9472543	N	290.0753210394778
chr2	239294044	239294496	T	289.9951288544746
chr16	11084464	11084871	N	289.9836961177325
chr5	139647678	139648101	T	289.25871856731214
chr1	2496296	2496573	T	289.07682546942715
chr21	37858118	37858387	N	288.9438034877976
chr1	63594494	63594877	T	288.35632306989874
chr15	22714919	22715202	T	287.7527069554335
